id,title,authors,translators,role,include_in_stylometry,genre,genre_clean,original_language,source_edition,original_date,publication_date,date_basis,ip_status,text_stripped_path,text_nikud_path,path,year,edition_date,exact_date,date_verdict,date_confidence,date_source,user_year,nonby_date,nonby_source
14251,ארבעה פרקים,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-06,original,by_permission,authors/alterman/corpus/stripped/14251.txt,authors/alterman/corpus/nikud/14251.txt,https://benyehuda.org/read/14251,1968.0,1970.0,,confirmed,high,https://benyehuda.org/collections/1205,1968,,
14252,ההון והרקע,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-06,original,by_permission,authors/alterman/corpus/stripped/14252.txt,authors/alterman/corpus/nikud/14252.txt,https://benyehuda.org/read/14252,1968.0,1970.0,,confirmed,high,https://benyehuda.org/collections/1205,1968,,
14253,הנוסחה הריקה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-06,original,by_permission,authors/alterman/corpus/stripped/14253.txt,authors/alterman/corpus/nikud/14253.txt,https://benyehuda.org/read/14253,1968.0,1970.0,,confirmed,high,https://benyehuda.org/collections/1205,1968,,
14254,"עיקריו של ""הסכסוך""",נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-06,original,by_permission,authors/alterman/corpus/stripped/14254.txt,authors/alterman/corpus/nikud/14254.txt,https://benyehuda.org/read/14254,1968.0,1970.0,,confirmed,high,https://benyehuda.org/collections/1205,1968,,
14255,עשרים שנה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-06,original,by_permission,authors/alterman/corpus/stripped/14255.txt,authors/alterman/corpus/nikud/14255.txt,https://benyehuda.org/read/14255,1968.0,1970.0,,confirmed,high,https://benyehuda.org/collections/1205,1968,,
14256,מדיניות של דילוג־רב,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-06,original,by_permission,authors/alterman/corpus/stripped/14256.txt,authors/alterman/corpus/nikud/14256.txt,https://benyehuda.org/read/14256,1968.0,1970.0,,confirmed,high,https://benyehuda.org/collections/1205,1968,,
14257,גישה עקיפה מדי,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-06,original,by_permission,authors/alterman/corpus/stripped/14257.txt,authors/alterman/corpus/nikud/14257.txt,https://benyehuda.org/read/14257,1968.0,1970.0,,confirmed,high,https://benyehuda.org/collections/1205,1968,,
14258,השינוי בממשלה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-06,original,by_permission,authors/alterman/corpus/stripped/14258.txt,authors/alterman/corpus/nikud/14258.txt,https://benyehuda.org/read/14258,1968.0,1970.0,,confirmed,high,https://benyehuda.org/collections/1205,1968,,
14259,חוק ההתישנות,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-06,original,by_permission,authors/alterman/corpus/stripped/14259.txt,authors/alterman/corpus/nikud/14259.txt,https://benyehuda.org/read/14259,1968.0,1970.0,,confirmed,high,https://benyehuda.org/collections/1205,1968,,
14260,המהפכה שפקעה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-06,original,by_permission,authors/alterman/corpus/stripped/14260.txt,authors/alterman/corpus/nikud/14260.txt,https://benyehuda.org/read/14260,1968.0,1970.0,,confirmed,high,https://benyehuda.org/collections/1205,1968,,
14261,מחאה מחטיאה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-06,original,by_permission,authors/alterman/corpus/stripped/14261.txt,authors/alterman/corpus/nikud/14261.txt,https://benyehuda.org/read/14261,1968.0,1970.0,,confirmed,high,https://benyehuda.org/collections/1205,1968,,
14262,רשות הבידור,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-06,original,by_permission,authors/alterman/corpus/stripped/14262.txt,authors/alterman/corpus/nikud/14262.txt,https://benyehuda.org/read/14262,1968.0,1970.0,,confirmed,high,https://benyehuda.org/collections/1205,1968,,
14283,ניהליזם מהו,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-09,original,by_permission,authors/alterman/corpus/stripped/14283.txt,authors/alterman/corpus/nikud/14283.txt,https://benyehuda.org/read/14283,1968.0,,,conflict,high,https://benyehuda.org/collections/1205,1967,,
14284,חומר הדין,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-09,original,by_permission,authors/alterman/corpus/stripped/14284.txt,authors/alterman/corpus/nikud/14284.txt,https://benyehuda.org/read/14284,1968.0,,,conflict,high,https://benyehuda.org/collections/1322,1967,,
14285,אנקת גבהים,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-09,original,by_permission,authors/alterman/corpus/stripped/14285.txt,authors/alterman/corpus/nikud/14285.txt,https://benyehuda.org/read/14285,1968.0,,,conflict,high,https://benyehuda.org/collections/1322,1967,,
14286,נפילת פראג,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-09,original,by_permission,authors/alterman/corpus/stripped/14286.txt,authors/alterman/corpus/nikud/14286.txt,https://benyehuda.org/read/14286,1968.0,,,confirmed,high,https://benyehuda.org/collections/1205,1968,,
14287,"אמנם פראג, ובכל-זאת...",נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-09,original,by_permission,authors/alterman/corpus/stripped/14287.txt,authors/alterman/corpus/nikud/14287.txt,https://benyehuda.org/read/14287,1968.0,,,confirmed,high,https://benyehuda.org/collections/1205,1968,,
14288,הממשלה והתחפושת,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-09,original,by_permission,authors/alterman/corpus/stripped/14288.txt,authors/alterman/corpus/nikud/14288.txt,https://benyehuda.org/read/14288,1968.0,,,confirmed,high,https://benyehuda.org/collections/1205,1968,,
14290,שלהי־דמדום וראשית־פכחון,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-09,original,by_permission,authors/alterman/corpus/stripped/14290.txt,authors/alterman/corpus/nikud/14290.txt,https://benyehuda.org/read/14290,1968.0,,,confirmed,high,https://benyehuda.org/collections/1205,1968,,
14291,צעד מוטעה והסתבכות מיותרת,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-09,original,by_permission,authors/alterman/corpus/stripped/14291.txt,authors/alterman/corpus/nikud/14291.txt,https://benyehuda.org/read/14291,1968.0,,,confirmed,high,https://benyehuda.org/collections/1205,1968,,
14292,המערכה על השלום,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-09,original,by_permission,authors/alterman/corpus/stripped/14292.txt,authors/alterman/corpus/nikud/14292.txt,https://benyehuda.org/read/14292,1968.0,,,confirmed,high,https://benyehuda.org/collections/1205,1968,,
14293,אבסורד לדוגמא,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-09,original,by_permission,authors/alterman/corpus/stripped/14293.txt,authors/alterman/corpus/nikud/14293.txt,https://benyehuda.org/read/14293,1968.0,,,confirmed,high,https://benyehuda.org/collections/1205,1968,,
14294,האומנם ויכוח־סרק?,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-09,original,by_permission,authors/alterman/corpus/stripped/14294.txt,authors/alterman/corpus/nikud/14294.txt,https://benyehuda.org/read/14294,1968.0,,,confirmed,high,https://benyehuda.org/collections/1205,1968,,
14295,גזירת הסקר,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-09,original,by_permission,authors/alterman/corpus/stripped/14295.txt,authors/alterman/corpus/nikud/14295.txt,https://benyehuda.org/read/14295,1968.0,,,confirmed,high,https://benyehuda.org/collections/1205,1968,,
14296,פירושים שאינם למותר,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-09,original,by_permission,authors/alterman/corpus/stripped/14296.txt,authors/alterman/corpus/nikud/14296.txt,https://benyehuda.org/read/14296,1968.0,,,confirmed,high,https://benyehuda.org/collections/1205,1968,,
14297,מחאה ותזכורת,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-09,original,by_permission,authors/alterman/corpus/stripped/14297.txt,authors/alterman/corpus/nikud/14297.txt,https://benyehuda.org/read/14297,1968.0,,,confirmed,high,https://benyehuda.org/collections/1205,1968,,
14299,הגרדומים והשלום,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-09,original,by_permission,authors/alterman/corpus/stripped/14299.txt,authors/alterman/corpus/nikud/14299.txt,https://benyehuda.org/read/14299,1969.0,,,confirmed,high,https://benyehuda.org/collections/1193,1969,,
14300,"הרופאים, השתילה, השאלה",נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-09,original,by_permission,authors/alterman/corpus/stripped/14300.txt,authors/alterman/corpus/nikud/14300.txt,https://benyehuda.org/read/14300,1969.0,,,confirmed,high,https://benyehuda.org/collections/1193,1969,,
14301,עם פרידה מראש־הממשלה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-09,original,by_permission,authors/alterman/corpus/stripped/14301.txt,authors/alterman/corpus/nikud/14301.txt,https://benyehuda.org/read/14301,1969.0,,,confirmed,high,https://benyehuda.org/collections/1193,1969,,
14302,א. המערך הסמוי,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-09,original,by_permission,authors/alterman/corpus/stripped/14302.txt,authors/alterman/corpus/nikud/14302.txt,https://benyehuda.org/read/14302,1969.0,,,confirmed,high,https://benyehuda.org/collections/1194,1969,,
14303,ב. לא מחאות לחצאים,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-09,original,by_permission,authors/alterman/corpus/stripped/14303.txt,authors/alterman/corpus/nikud/14303.txt,https://benyehuda.org/read/14303,1969.0,,,confirmed,high,https://benyehuda.org/collections/1194,1969,,
14304,אחרי המירדף,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-09,original,by_permission,authors/alterman/corpus/stripped/14304.txt,authors/alterman/corpus/nikud/14304.txt,https://benyehuda.org/read/14304,1969.0,,,confirmed,high,https://benyehuda.org/collections/1193,1969,,
14356,איזהו גיבור,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-10,original,by_permission,authors/alterman/corpus/stripped/14356.txt,authors/alterman/corpus/nikud/14356.txt,https://benyehuda.org/read/14356,1968.0,,,confirmed,high,https://benyehuda.org/collections/1205,1968,,
14357,התמורה המתחוללת מאליה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-10,original,by_permission,authors/alterman/corpus/stripped/14357.txt,authors/alterman/corpus/nikud/14357.txt,https://benyehuda.org/read/14357,1968.0,,,confirmed,med,https://benyehuda.org/collections/1319,1968,,
14358,נוכחותה של היעדרות,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-10,original,by_permission,authors/alterman/corpus/stripped/14358.txt,authors/alterman/corpus/nikud/14358.txt,https://benyehuda.org/read/14358,1968.0,,,confirmed,med,https://benyehuda.org/collections/1319,1968,,
14359,מישאל הסטודנטים,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1968,2019-10-10,original,by_permission,authors/alterman/corpus/stripped/14359.txt,authors/alterman/corpus/nikud/14359.txt,https://benyehuda.org/read/14359,1968.0,,,confirmed,med,https://benyehuda.org/collections/1319,1968,,
14360,ידים חפשיות,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-10,original,by_permission,authors/alterman/corpus/stripped/14360.txt,authors/alterman/corpus/nikud/14360.txt,https://benyehuda.org/read/14360,1969.0,,,confirmed,high,https://benyehuda.org/collections/1193,1969,,
14361,ההבקעה מן הדמדום,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-10,original,by_permission,authors/alterman/corpus/stripped/14361.txt,authors/alterman/corpus/nikud/14361.txt,https://benyehuda.org/read/14361,1969.0,,,confirmed,high,https://benyehuda.org/collections/1193,1969,,
14588,המאבק עם עצמנו הוא שיקבע,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14588.txt,authors/alterman/corpus/nikud/14588.txt,https://benyehuda.org/read/14588,1969.0,1970.0,,conflict,high,https://benyehuda.org/collections/1193,1968,,
14589,כבר לאחר ויכוח,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14589.txt,authors/alterman/corpus/nikud/14589.txt,https://benyehuda.org/read/14589,1969.0,1970.0,,conflict,high,https://benyehuda.org/collections/1193,1968,,
14590,"א. מקצות ""הארץ""",נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14590.txt,authors/alterman/corpus/nikud/14590.txt,https://benyehuda.org/read/14590,1969.0,1970.0,,conflict,med,https://benyehuda.org/collections/1195,1968,,
14591,ב. ההטפה המיותרת,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14591.txt,authors/alterman/corpus/nikud/14591.txt,https://benyehuda.org/read/14591,1969.0,1970.0,,conflict,med,https://benyehuda.org/collections/1195,1968,,
14592,ישראל השלישית,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14592.txt,authors/alterman/corpus/nikud/14592.txt,https://benyehuda.org/read/14592,1969.0,1970.0,,conflict,high,https://benyehuda.org/collections/1193,1968,,
14593,א. הערה לדו־שיח,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14593.txt,authors/alterman/corpus/nikud/14593.txt,https://benyehuda.org/read/14593,1969.0,1970.0,,conflict,med,https://benyehuda.org/collections/1199,1968,,
14594,ב. חומר חסוי,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14594.txt,authors/alterman/corpus/nikud/14594.txt,https://benyehuda.org/read/14594,1969.0,1970.0,,conflict,med,https://benyehuda.org/collections/1199,1968,,
14595,ג. ניצול מעשי מדי,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14595.txt,authors/alterman/corpus/nikud/14595.txt,https://benyehuda.org/read/14595,1969.0,1970.0,,conflict,med,https://benyehuda.org/collections/1199,1968,,
14596,א. עמדת הקיפוד,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14596.txt,authors/alterman/corpus/nikud/14596.txt,https://benyehuda.org/read/14596,1969.0,1970.0,,conflict,med,https://benyehuda.org/collections/1196,1968,,
14597,ב. אזעקת־השווא הגדולה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14597.txt,authors/alterman/corpus/nikud/14597.txt,https://benyehuda.org/read/14597,1969.0,1970.0,,conflict,med,https://benyehuda.org/collections/1196,1968,,
14598,א. תהלוכה ושתי פנים לה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14598.txt,authors/alterman/corpus/nikud/14598.txt,https://benyehuda.org/read/14598,1969.0,1970.0,,conflict,med,https://benyehuda.org/collections/1197,1968,,
14599,ב. קו לקו,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14599.txt,authors/alterman/corpus/nikud/14599.txt,https://benyehuda.org/read/14599,1969.0,1970.0,,conflict,med,https://benyehuda.org/collections/1197,1968,,
14600,א. ריתוק מלמטה וניתוק מלמעלה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14600.txt,authors/alterman/corpus/nikud/14600.txt,https://benyehuda.org/read/14600,1969.0,1970.0,,conflict,med,https://benyehuda.org/collections/1200,1968,,
14601,ב. נפש טרופה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14601.txt,authors/alterman/corpus/nikud/14601.txt,https://benyehuda.org/read/14601,1969.0,1970.0,,conflict,med,https://benyehuda.org/collections/1200,1968,,
14602,ג. היסטוריה שלא במקומה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14602.txt,authors/alterman/corpus/nikud/14602.txt,https://benyehuda.org/read/14602,1969.0,1970.0,,conflict,med,https://benyehuda.org/collections/1200,1968,,
14603,לא כל־כך פשוט,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14603.txt,authors/alterman/corpus/nikud/14603.txt,https://benyehuda.org/read/14603,1969.0,1970.0,,conflict,high,https://benyehuda.org/collections/1193,1968,,
14604,לאחר גינוי,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14604.txt,authors/alterman/corpus/nikud/14604.txt,https://benyehuda.org/read/14604,1969.0,1970.0,,conflict,high,https://benyehuda.org/collections/1193,1968,,
14605,א. רוח תזזית,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14605.txt,authors/alterman/corpus/nikud/14605.txt,https://benyehuda.org/read/14605,1969.0,1970.0,,conflict,med,https://benyehuda.org/collections/1198,1968,,
14606,ב. המאור הקטן,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14606.txt,authors/alterman/corpus/nikud/14606.txt,https://benyehuda.org/read/14606,1969.0,1970.0,,conflict,med,https://benyehuda.org/collections/1198,1968,,
14607,צוק מצדה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14607.txt,authors/alterman/corpus/nikud/14607.txt,https://benyehuda.org/read/14607,1969.0,1970.0,,conflict,high,https://benyehuda.org/collections/1193,1968,,
14608,מצע תועה ומתעה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14608.txt,authors/alterman/corpus/nikud/14608.txt,https://benyehuda.org/read/14608,1969.0,1970.0,,conflict,high,https://benyehuda.org/collections/1193,1968,,
14609,"""מה יהיה הסוף?""",נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14609.txt,authors/alterman/corpus/nikud/14609.txt,https://benyehuda.org/read/14609,1969.0,1970.0,,conflict,med,https://benyehuda.org/collections/1193,1968,,
14610,המומחים־לחופש,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14610.txt,authors/alterman/corpus/nikud/14610.txt,https://benyehuda.org/read/14610,1969.0,1970.0,,conflict,med,https://benyehuda.org/collections/1193,1968,,
14611,זהות ומלחמה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14611.txt,authors/alterman/corpus/nikud/14611.txt,https://benyehuda.org/read/14611,1969.0,1970.0,,conflict,med,https://benyehuda.org/collections/1193,1968,,
14612,הדרוויש כשותף־לקונפליקט,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14612.txt,authors/alterman/corpus/nikud/14612.txt,https://benyehuda.org/read/14612,1969.0,1970.0,,conflict,med,https://benyehuda.org/collections/1193,1968,,
14613,לא כמדינה מוחזקת,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14613.txt,authors/alterman/corpus/nikud/14613.txt,https://benyehuda.org/read/14613,1969.0,1970.0,,conflict,med,https://benyehuda.org/collections/1193,1968,,
14614,א. לשופט על־הסף,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14614.txt,authors/alterman/corpus/nikud/14614.txt,https://benyehuda.org/read/14614,1969.0,1970.0,,conflict,med,https://benyehuda.org/collections/1193,1968,,
14615,ב. כפיה אלחוטית,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14615.txt,authors/alterman/corpus/nikud/14615.txt,https://benyehuda.org/read/14615,1969.0,1970.0,,conflict,med,https://benyehuda.org/collections/1193,1968,,
14616,נחל צין,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14616.txt,authors/alterman/corpus/nikud/14616.txt,https://benyehuda.org/read/14616,1969.0,1970.0,,conflict,med,https://benyehuda.org/collections/1193,1968,,
14624,ראש חדש למחשבה חדשה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-16,original,by_permission,authors/alterman/corpus/stripped/14624.txt,authors/alterman/corpus/nikud/14624.txt,https://benyehuda.org/read/14624,1969.0,1970.0,,confirmed,med,https://benyehuda.org/collections/1193,21.3.1969,,
14654,איך לא להצביע וכיצד להצביע,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14654.txt,authors/alterman/corpus/nikud/14654.txt,https://benyehuda.org/read/14654,1969.0,1969.0,,confirmed,high,https://benyehuda.org/collections/1193,1969,,
14655,כמה עיקרים לפולמוס התזמורת,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14655.txt,authors/alterman/corpus/nikud/14655.txt,https://benyehuda.org/read/14655,1969.0,1969.0,,confirmed,high,https://benyehuda.org/collections/1193,1969,,
14656,החבילות והמשא,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14656.txt,authors/alterman/corpus/nikud/14656.txt,https://benyehuda.org/read/14656,1969.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1193,1969,,
14657,המכתב והכתובת,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14657.txt,authors/alterman/corpus/nikud/14657.txt,https://benyehuda.org/read/14657,1969.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1193,1969,,
14658,סכנתו השניה של הטרור,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14658.txt,authors/alterman/corpus/nikud/14658.txt,https://benyehuda.org/read/14658,1969.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1193,1969,,
14659,"השיר, המחאה, המאניפסט",נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14659.txt,authors/alterman/corpus/nikud/14659.txt,https://benyehuda.org/read/14659,1969.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1193,1969,,
14660,א. ביקוע הגרעין,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14660.txt,authors/alterman/corpus/nikud/14660.txt,https://benyehuda.org/read/14660,1969.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1193,1969,,
14661,ב. אזעקת ההסברה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14661.txt,authors/alterman/corpus/nikud/14661.txt,https://benyehuda.org/read/14661,1969.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1193,1969,,
14662,1. סכנת הגנראלים,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14662.txt,authors/alterman/corpus/nikud/14662.txt,https://benyehuda.org/read/14662,1969.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1193,1969,,
14663,2. מי נץ ומי יונה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14663.txt,authors/alterman/corpus/nikud/14663.txt,https://benyehuda.org/read/14663,1969.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1193,1969,,
14664,3. דמדום אֶכּס- קתדרה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14664.txt,authors/alterman/corpus/nikud/14664.txt,https://benyehuda.org/read/14664,1969.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1193,1969,,
14665,4. שאלה פשוטה ומאירה,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14665.txt,authors/alterman/corpus/nikud/14665.txt,https://benyehuda.org/read/14665,1969.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1193,1969,,
14666,א. הנצחון כשעיר לעזאזל,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14666.txt,authors/alterman/corpus/nikud/14666.txt,https://benyehuda.org/read/14666,1969.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1193,1969,,
14667,ב. לא הקצף יענה את הכל,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1969,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14667.txt,authors/alterman/corpus/nikud/14667.txt,https://benyehuda.org/read/14667,1969.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1193,1969,,
14668,המאה הקשישה והעשור הצעיר,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1970,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14668.txt,authors/alterman/corpus/nikud/14668.txt,https://benyehuda.org/read/14668,1970.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1188,1970,,
14669,ב. לשגריר בברכה ובערעור,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1970,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14669.txt,authors/alterman/corpus/nikud/14669.txt,https://benyehuda.org/read/14669,1970.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1188,1970,,
14670,א. הסבך המושלם,נתן אלתרמן,,author,True,article,article,he,פרויקט בן-יהודה,1970,2019-10-19,original,by_permission,authors/alterman/corpus/stripped/14670.txt,authors/alterman/corpus/nikud/14670.txt,https://benyehuda.org/read/14670,1970.0,1969.0,,confirmed,med,https://benyehuda.org/collections/1188,1970,,
