id,title,authors,translators,role,include_in_stylometry,genre,genre_clean,original_language,source_edition,original_date,publication_date,date_basis,ip_status,text_stripped_path,text_nikud_path,path,title_year,heb_year_tok,year
7987,"הוספה ל""סך הכל""",אחד העם,,author,True,Translation missing: he.article,article,,,1912.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/7987.txt,authors/ahad_haam/corpus/nikud/7987.txt,/p23/m7987,,"תרע""ב",1912.0
7990,רב לאומי,אחד העם,,author,True,Translation missing: he.article,article,,,1897.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/7990.txt,authors/ahad_haam/corpus/nikud/7990.txt,/p23/m7990,,"תרנ""ז",1897.0
8049,איגרות: תוספות,אחד העם,,author,True,Translation missing: he.letters,letters,,,,,undated,public_domain,authors/ahad_haam/corpus/stripped/8049.txt,authors/ahad_haam/corpus/nikud/8049.txt,/p23/m8049,,,
8054,( ב.) הלשון ודקדוקה,אחד העם,,author,True,Translation missing: he.article,article,,,1898.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/8054.txt,authors/ahad_haam/corpus/nikud/8054.txt,/p23/m8054,,"תרנ""ח",1898.0
8125,איגרות: שנת 1902,אחד העם,,author,True,Translation missing: he.letters,letters,,,1902.0,,letter_title,public_domain,authors/ahad_haam/corpus/stripped/8125.txt,authors/ahad_haam/corpus/nikud/8125.txt,/p23/m8125,1902.0,"תרס""ג",1902.0
8186,סם חיים,אחד העם,,author,True,Translation missing: he.article,article,,,,,undated,public_domain,authors/ahad_haam/corpus/stripped/8186.txt,authors/ahad_haam/corpus/nikud/8186.txt,/p23/m8186,,,
8251,עבדות בתוך חירות,אחד העם,,author,True,Translation missing: he.article,article,,,1891.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/8251.txt,authors/ahad_haam/corpus/nikud/8251.txt,/p23/m8251,,"תרנ""א",1891.0
8314,שתי מצבות,אחד העם,,author,True,Translation missing: he.article,article,,,1889.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/8314.txt,authors/ahad_haam/corpus/nikud/8314.txt,/p23/m8314,,"תרמ""ט",1889.0
8317,מבקרינו,אחד העם,,author,True,Translation missing: he.article,article,,,,,undated,public_domain,authors/ahad_haam/corpus/stripped/8317.txt,authors/ahad_haam/corpus/nikud/8317.txt,/p23/m8317,,,
8324,איגרות: שנת 1914,אחד העם,,author,True,Translation missing: he.letters,letters,,,1914.0,,letter_title,public_domain,authors/ahad_haam/corpus/stripped/8324.txt,authors/ahad_haam/corpus/nikud/8324.txt,/p23/m8324,1914.0,,1914.0
8373,איגרות: שנת 1919,אחד העם,,author,True,Translation missing: he.letters,letters,,,1919.0,,letter_title,public_domain,authors/ahad_haam/corpus/stripped/8373.txt,authors/ahad_haam/corpus/nikud/8373.txt,/p23/m8373,1919.0,"תרע""ט",1919.0
8378,הקונגרס הציוני הראשון,אחד העם,,author,True,Translation missing: he.article,article,,,1897.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/8378.txt,authors/ahad_haam/corpus/nikud/8378.txt,/p23/m8378,,"תרנ""ז",1897.0
8447,החנוך הלאומי,אחד העם,,author,True,Translation missing: he.article,article,,קראקא: עבריה,1907.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/8447.txt,authors/ahad_haam/corpus/nikud/8447.txt,/p23/m8447,,"תרס""ז",1907.0
8509,האדם באהל,אחד העם,,author,True,Translation missing: he.letters,letters,,,1892.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/8509.txt,authors/ahad_haam/corpus/nikud/8509.txt,/p23/m8509,,"תרנ""ב",1892.0
8574,תחיה ובריאה,אחד העם,,author,True,Translation missing: he.article,article,,,1898.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/8574.txt,authors/ahad_haam/corpus/nikud/8574.txt,/p23/m8574,,"תרנ""ח",1898.0
8637,סך הכל,אחד העם,,author,True,Translation missing: he.article,article,,,1912.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/8637.txt,authors/ahad_haam/corpus/nikud/8637.txt,/p23/m8637,,"תרע""ב",1912.0
8640,"""סבלנות"" של קנאים",אחד העם,,author,True,Translation missing: he.article,article,,,1898.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/8640.txt,authors/ahad_haam/corpus/nikud/8640.txt,/p23/m8640,,"תרנ""ח",1898.0
8648,איגרות: שנת 1905,אחד העם,,author,True,Translation missing: he.letters,letters,,,1905.0,,letter_title,public_domain,authors/ahad_haam/corpus/stripped/8648.txt,authors/ahad_haam/corpus/nikud/8648.txt,/p23/m8648,1905.0,,1905.0
13355,"הצעד הראשון על ""דרך החיים""",אחד העם,,author,True,Translation missing: he.article,article,,דביר,,,undated,public_domain,authors/ahad_haam/corpus/stripped/13355.txt,authors/ahad_haam/corpus/nikud/13355.txt,/p23/m13355,,,
13356,"מלואים ל""דרך חיים""",אחד העם,,author,True,Translation missing: he.article,article,,דביר,1891.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/13356.txt,authors/ahad_haam/corpus/nikud/13356.txt,/p23/m13356,,"תרנ""א",1891.0
13357,מכתבים,אחד העם,,author,True,Translation missing: he.letters,letters,,דביר,,,undated,public_domain,authors/ahad_haam/corpus/stripped/13357.txt,authors/ahad_haam/corpus/nikud/13357.txt,/p23/m13357,,,
13593,תורה מציון,אחד העם,,author,True,Translation missing: he.article,article,,,,,undated,public_domain,authors/ahad_haam/corpus/stripped/13593.txt,authors/ahad_haam/corpus/nikud/13593.txt,/p23/m13593,,,
13933,פרקי זכרונות,אחד העם,,author,True,Translation missing: he.article,article,,דביר,,,undated,public_domain,authors/ahad_haam/corpus/stripped/13933.txt,authors/ahad_haam/corpus/nikud/13933.txt,/p23/m13933,,"תרמ""ט",
13934,"ממסעותי בא""י",אחד העם,,author,True,Translation missing: he.article,article,,דביר,1908.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/13934.txt,authors/ahad_haam/corpus/nikud/13934.txt,/p23/m13934,,"תרס""ח",1908.0
13935,שונות,אחד העם,,author,True,Translation missing: he.article,article,,דביר,,,undated,public_domain,authors/ahad_haam/corpus/stripped/13935.txt,authors/ahad_haam/corpus/nikud/13935.txt,/p23/m13935,,,
13936,על ראש הכרמל,אחד העם,,author,True,Translation missing: he.article,article,,דביר,1912.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/13936.txt,authors/ahad_haam/corpus/nikud/13936.txt,/p23/m13936,,"תרע""ב",1912.0
13937,מסקנות,אחד העם,,author,True,Translation missing: he.article,article,,דביר,,,undated,public_domain,authors/ahad_haam/corpus/stripped/13937.txt,authors/ahad_haam/corpus/nikud/13937.txt,/p23/m13937,,,
13938,רשימות חדשות,אחד העם,,author,True,Translation missing: he.article,article,,דביר,1892.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/13938.txt,authors/ahad_haam/corpus/nikud/13938.txt,/p23/m13938,,"תרנ""ב",1892.0
13939,חג הרוח,אחד העם,,author,True,Translation missing: he.article,article,,דביר,1911.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/13939.txt,authors/ahad_haam/corpus/nikud/13939.txt,/p23/m13939,,"תרע""א",1911.0
13940,"""היהדות העותומנית""",אחד העם,,author,True,Translation missing: he.article,article,,דביר,1911.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/13940.txt,authors/ahad_haam/corpus/nikud/13940.txt,/p23/m13940,,"תרע""א",1911.0
13941,עד מתי?,אחד העם,,author,True,Translation missing: he.article,article,,דביר,1911.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/13941.txt,authors/ahad_haam/corpus/nikud/13941.txt,/p23/m13941,,"תרע""א",1911.0
13942,מגלת-סתרים של אחד העם,אחד העם,,author,True,Translation missing: he.article,article,,דביר,1928.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/13942.txt,authors/ahad_haam/corpus/nikud/13942.txt,/p23/m13942,,"תרפ""ח",1928.0
15033,נסיון שלא הצליח,אחד העם,,author,True,Translation missing: he.article,article,,תל אביב: דביר,,,undated,public_domain,authors/ahad_haam/corpus/stripped/15033.txt,authors/ahad_haam/corpus/nikud/15033.txt,/p23/m15033,,,
15034,"א: ד""ר יצחק קַמינֶר",אחד העם,,author,True,Translation missing: he.article,article,,תל אביב: דביר,1906.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/15034.txt,authors/ahad_haam/corpus/nikud/15034.txt,/p23/m15034,,"תרס""ו",1906.0
15035,ב: רמזים,אחד העם,,author,True,Translation missing: he.article,article,,תל אביב: דביר,,,undated,public_domain,authors/ahad_haam/corpus/stripped/15035.txt,authors/ahad_haam/corpus/nikud/15035.txt,/p23/m15035,,,
15036,ג: לשאלת הלשון בבתי-הספר בארץ ישׂראל,אחד העם,,author,True,Translation missing: he.article,article,,תל אביב: דביר,,,undated,public_domain,authors/ahad_haam/corpus/stripped/15036.txt,authors/ahad_haam/corpus/nikud/15036.txt,/p23/m15036,,,
15037,ד: י.ל. פינסקר,אחד העם,,author,True,Translation missing: he.article,article,,תל אביב: דביר,1917.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/15037.txt,authors/ahad_haam/corpus/nikud/15037.txt,/p23/m15037,,"תרע""ז",1917.0
15038,ה: הקונגרס הראשון,אחד העם,,author,True,Translation missing: he.article,article,,תל אביב: דביר,1923.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/15038.txt,authors/ahad_haam/corpus/nikud/15038.txt,/p23/m15038,,"תרפ""ג",1923.0
15039,ו: מכתב לאספה,אחד העם,,author,True,Translation missing: he.article,article,,תל אביב: דביר,1922.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/15039.txt,authors/ahad_haam/corpus/nikud/15039.txt,/p23/m15039,,"תרפ""ב",1922.0
15040,"ז: שני מכתבים אל עורך ""הארץ""",אחד העם,,author,True,Translation missing: he.article,article,,תל אביב: דביר,1922.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/15040.txt,authors/ahad_haam/corpus/nikud/15040.txt,/p23/m15040,,"תרפ""ב",1922.0
15041,ח: לביאליק,אחד העם,,author,True,Translation missing: he.article,article,,תל אביב: דביר,1923.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/15041.txt,authors/ahad_haam/corpus/nikud/15041.txt,/p23/m15041,,"תרפ""ג",1923.0
15042,ט: א.ז. רבינוביץ,אחד העם,,author,True,Translation missing: he.article,article,,תל אביב: דביר,1924.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/15042.txt,authors/ahad_haam/corpus/nikud/15042.txt,/p23/m15042,,"תרפ""ד",1924.0
15043,"י: לפתיחת ""המכון למדעי היהדות"" בירושלים",אחד העם,,author,True,Translation missing: he.article,article,,תל אביב: דביר,1925.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/15043.txt,authors/ahad_haam/corpus/nikud/15043.txt,/p23/m15043,,"תרפ""ה",1925.0
15044,"י""א: לפתיחת הטכניקום בחיפה",אחד העם,,author,True,Translation missing: he.article,article,,תל אביב: דביר,1925.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/15044.txt,authors/ahad_haam/corpus/nikud/15044.txt,/p23/m15044,,"תרפ""ה",1925.0
15049,"א: תעודת ""הַשִלֹחַ""",אחד העם,,author,True,Translation missing: he.article,article,,תל אביב: דביר,1897.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/15049.txt,authors/ahad_haam/corpus/nikud/15049.txt,/p23/m15049,,"תרנ""ז",1897.0
15050,ב: צורך ויכולת,אחד העם,,author,True,Translation missing: he.article,article,,תל אביב: דביר,1897.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/15050.txt,authors/ahad_haam/corpus/nikud/15050.txt,/p23/m15050,,"תרנ""ז",1897.0
15051,ג: עצה טובה,אחד העם,,author,True,Translation missing: he.article,article,,תל אביב: דביר,1897.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/15051.txt,authors/ahad_haam/corpus/nikud/15051.txt,/p23/m15051,,"תרנ""ז",1897.0
15052,"ב. ה""מדיניות"" וישוב ארץ ישראל",אחד העם,,author,True,Translation missing: he.article,article,,תל אביב: דביר,1898.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/15052.txt,authors/ahad_haam/corpus/nikud/15052.txt,/p23/m15052,,"תרנ""ח",1898.0
15053,"ג. ה""מדיניוּת"" ואוצר הישוב",אחד העם,,author,True,Translation missing: he.article,article,,תל אביב: דביר,1899.0,,essay_pub_note,public_domain,authors/ahad_haam/corpus/stripped/15053.txt,authors/ahad_haam/corpus/nikud/15053.txt,/p23/m15053,,"תרנ""ט",1899.0
30848,אגרות: שנת 1900,אחד העם,,author,True,Translation missing: he.letters,letters,, ,1900.0,,letter_title,public_domain,authors/ahad_haam/corpus/stripped/30848.txt,authors/ahad_haam/corpus/nikud/30848.txt,/p23/m30848,1900.0,,1900.0
30851,אגרות 1898,אחד העם,,author,True,Translation missing: he.letters,letters,, ,1898.0,,letter_title,public_domain,authors/ahad_haam/corpus/stripped/30851.txt,authors/ahad_haam/corpus/nikud/30851.txt,/p23/m30851,1898.0,,1898.0
30852,אגרות 1915,אחד העם,,author,True,Translation missing: he.letters,letters,, ,1915.0,,letter_title,public_domain,authors/ahad_haam/corpus/stripped/30852.txt,authors/ahad_haam/corpus/nikud/30852.txt,/p23/m30852,1915.0,,1915.0
